period,dimension,org_level,org_code,org_name,measure1,count_of,value
2019-20,ONSETOFLABOUR,PROVIDER,RNN,North Cumbria Integrated Care NHS Foundation Trust,Not known,deliveries,80
2019-20,ONSETOFLABOUR,PROVIDER,RNN,North Cumbria Integrated Care NHS Foundation Trust,Spontaneous,deliveries,575
2019-20,ONSETOFLABOUR,PROVIDER,RNN,North Cumbria Integrated Care NHS Foundation Trust,Surgical and medical induction,deliveries,105
2019-20,ONSETOFLABOUR,PROVIDER,RNN,North Cumbria Integrated Care NHS Foundation Trust,Surgical induction,deliveries,200
2019-20,ONSETOFLABOUR,PROVIDER,RNZ,Salisbury NHS Foundation Trust,Medical induction,deliveries,285
2019-20,ONSETOFLABOUR,PROVIDER,RNZ,Salisbury NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,95
2019-20,ONSETOFLABOUR,PROVIDER,RNZ,Salisbury NHS Foundation Trust,Spontaneous,deliveries,1130
2019-20,ONSETOFLABOUR,PROVIDER,RNZ,Salisbury NHS Foundation Trust,Surgical and medical induction,deliveries,175
2019-20,ONSETOFLABOUR,PROVIDER,RNZ,Salisbury NHS Foundation Trust,Surgical induction,deliveries,165
2019-20,ONSETOFLABOUR,PROVIDER,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,3215
2019-20,ONSETOFLABOUR,PROVIDER,RPA,Medway NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,1505
2019-20,ONSETOFLABOUR,PROVIDER,RPA,Medway NHS Foundation Trust,Spontaneous,deliveries,2250
2019-20,ONSETOFLABOUR,PROVIDER,RQ3,Birmingham Womens and Childrens NHS Foundation Trust,Medical induction,deliveries,310
2019-20,ONSETOFLABOUR,PROVIDER,RQ3,Birmingham Womens and Childrens NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,400
2019-20,ONSETOFLABOUR,PROVIDER,RQ3,Birmingham Womens and Childrens NHS Foundation Trust,Not known,deliveries,165
2019-20,ONSETOFLABOUR,PROVIDER,RQ3,Birmingham Womens and Childrens NHS Foundation Trust,Spontaneous,deliveries,3940
2019-20,ONSETOFLABOUR,PROVIDER,RQ3,Birmingham Womens and Childrens NHS Foundation Trust,Surgical and medical induction,deliveries,180
2019-20,ONSETOFLABOUR,PROVIDER,RQ3,Birmingham Womens and Childrens NHS Foundation Trust,Surgical induction,deliveries,1200
2019-20,ONSETOFLABOUR,PROVIDER,RQ8,Mid Essex Hospital Services NHS Trust,Medical induction,deliveries,765
2019-20,ONSETOFLABOUR,PROVIDER,RQ8,Mid Essex Hospital Services NHS Trust,missing value / value outside reporting parameters,deliveries,630
2019-20,ONSETOFLABOUR,PROVIDER,RQ8,Mid Essex Hospital Services NHS Trust,Spontaneous,deliveries,1465
2019-20,ONSETOFLABOUR,PROVIDER,RQ8,Mid Essex Hospital Services NHS Trust,Surgical and medical induction,deliveries,105
2019-20,ONSETOFLABOUR,PROVIDER,RQ8,Mid Essex Hospital Services NHS Trust,Surgical induction,deliveries,35
2019-20,ONSETOFLABOUR,PROVIDER,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Caesarean Section,deliveries,365
2019-20,ONSETOFLABOUR,PROVIDER,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Medical induction,deliveries,845
2019-20,ONSETOFLABOUR,PROVIDER,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,25
2019-20,ONSETOFLABOUR,PROVIDER,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Not known,deliveries,90
2019-20,ONSETOFLABOUR,PROVIDER,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Spontaneous,deliveries,3080
2019-20,ONSETOFLABOUR,PROVIDER,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Surgical and medical induction,deliveries,710
2019-20,ONSETOFLABOUR,PROVIDER,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Surgical induction,deliveries,420
2019-20,ONSETOFLABOUR,PROVIDER,RQW,The Princess Alexandra Hospital NHS Trust,Caesarean Section,deliveries,10
2019-20,ONSETOFLABOUR,PROVIDER,RQW,The Princess Alexandra Hospital NHS Trust,Medical induction,deliveries,490
2019-20,ONSETOFLABOUR,PROVIDER,RQW,The Princess Alexandra Hospital NHS Trust,missing value / value outside reporting parameters,deliveries,110
2019-20,ONSETOFLABOUR,PROVIDER,RQW,The Princess Alexandra Hospital NHS Trust,Spontaneous,deliveries,1250
2019-20,ONSETOFLABOUR,PROVIDER,RQW,The Princess Alexandra Hospital NHS Trust,Surgical and medical induction,deliveries,95
2019-20,ONSETOFLABOUR,PROVIDER,RQW,The Princess Alexandra Hospital NHS Trust,Surgical induction,deliveries,50
2019-20,ONSETOFLABOUR,PROVIDER,RQX,Homerton University Hospital NHS Foundation Trust,Caesarean Section,deliveries,755
2019-20,ONSETOFLABOUR,PROVIDER,RQX,Homerton University Hospital NHS Foundation Trust,Medical induction,deliveries,790
2019-20,ONSETOFLABOUR,PROVIDER,RQX,Homerton University Hospital NHS Foundation Trust,Not known,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RQX,Homerton University Hospital NHS Foundation Trust,Spontaneous,deliveries,2145
2019-20,ONSETOFLABOUR,PROVIDER,RQX,Homerton University Hospital NHS Foundation Trust,Surgical and medical induction,deliveries,100
2019-20,ONSETOFLABOUR,PROVIDER,RQX,Homerton University Hospital NHS Foundation Trust,Surgical induction,deliveries,155
2019-20,ONSETOFLABOUR,PROVIDER,RR7,Gateshead Health NHS Foundation Trust,Medical induction,deliveries,45
2019-20,ONSETOFLABOUR,PROVIDER,RR7,Gateshead Health NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,75
2019-20,ONSETOFLABOUR,PROVIDER,RR7,Gateshead Health NHS Foundation Trust,Not known,deliveries,25
2019-20,ONSETOFLABOUR,PROVIDER,RR7,Gateshead Health NHS Foundation Trust,Spontaneous,deliveries,615
2019-20,ONSETOFLABOUR,PROVIDER,RR7,Gateshead Health NHS Foundation Trust,Surgical and medical induction,deliveries,135
2019-20,ONSETOFLABOUR,PROVIDER,RR7,Gateshead Health NHS Foundation Trust,Surgical induction,deliveries,505
2019-20,ONSETOFLABOUR,PROVIDER,RR8,Leeds Teaching Hospitals NHS Trust,missing value / value outside reporting parameters,deliveries,7185
2019-20,ONSETOFLABOUR,PROVIDER,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Medical induction,deliveries,350
2019-20,ONSETOFLABOUR,PROVIDER,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",missing value / value outside reporting parameters,deliveries,130
2019-20,ONSETOFLABOUR,PROVIDER,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Spontaneous,deliveries,765
2019-20,ONSETOFLABOUR,PROVIDER,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Surgical and medical induction,deliveries,230
2019-20,ONSETOFLABOUR,PROVIDER,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Surgical induction,deliveries,100
2019-20,ONSETOFLABOUR,PROVIDER,RRK,University Hospitals Birmingham NHS Foundation Trust,Medical induction,deliveries,355
2019-20,ONSETOFLABOUR,PROVIDER,RRK,University Hospitals Birmingham NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,910
2019-20,ONSETOFLABOUR,PROVIDER,RRK,University Hospitals Birmingham NHS Foundation Trust,Not known,deliveries,220
2019-20,ONSETOFLABOUR,PROVIDER,RRK,University Hospitals Birmingham NHS Foundation Trust,Spontaneous,deliveries,3455
2019-20,ONSETOFLABOUR,PROVIDER,RRK,University Hospitals Birmingham NHS Foundation Trust,Surgical and medical induction,deliveries,280
2019-20,ONSETOFLABOUR,PROVIDER,RRK,University Hospitals Birmingham NHS Foundation Trust,Surgical induction,deliveries,1400
2019-20,ONSETOFLABOUR,PROVIDER,RRV,University College London Hospitals NHS Foundation Trust,Caesarean Section,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RRV,University College London Hospitals NHS Foundation Trust,Medical induction,deliveries,220
2019-20,ONSETOFLABOUR,PROVIDER,RRV,University College London Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,1585
2019-20,ONSETOFLABOUR,PROVIDER,RRV,University College London Hospitals NHS Foundation Trust,Spontaneous,deliveries,675
2019-20,ONSETOFLABOUR,PROVIDER,RRV,University College London Hospitals NHS Foundation Trust,Surgical and medical induction,deliveries,15
2019-20,ONSETOFLABOUR,PROVIDER,RRV,University College London Hospitals NHS Foundation Trust,Surgical induction,deliveries,15
2019-20,ONSETOFLABOUR,PROVIDER,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Caesarean Section,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Medical induction,deliveries,525
2019-20,ONSETOFLABOUR,PROVIDER,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,765
2019-20,ONSETOFLABOUR,PROVIDER,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Spontaneous,deliveries,2450
2019-20,ONSETOFLABOUR,PROVIDER,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Surgical and medical induction,deliveries,425
2019-20,ONSETOFLABOUR,PROVIDER,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Surgical induction,deliveries,660
2019-20,ONSETOFLABOUR,PROVIDER,RTE,Gloucestershire Hospitals NHS Foundation Trust,Caesarean Section,deliveries,15
2019-20,ONSETOFLABOUR,PROVIDER,RTE,Gloucestershire Hospitals NHS Foundation Trust,Medical induction,deliveries,1040
2019-20,ONSETOFLABOUR,PROVIDER,RTE,Gloucestershire Hospitals NHS Foundation Trust,Spontaneous,deliveries,3055
2019-20,ONSETOFLABOUR,PROVIDER,RTE,Gloucestershire Hospitals NHS Foundation Trust,Surgical and medical induction,deliveries,285
2019-20,ONSETOFLABOUR,PROVIDER,RTE,Gloucestershire Hospitals NHS Foundation Trust,Surgical induction,deliveries,275
2019-20,ONSETOFLABOUR,PROVIDER,RTF,Northumbria Healthcare NHS Foundation Trust,Medical induction,deliveries,675
2019-20,ONSETOFLABOUR,PROVIDER,RTF,Northumbria Healthcare NHS Foundation Trust,Not known,deliveries,15
2019-20,ONSETOFLABOUR,PROVIDER,RTF,Northumbria Healthcare NHS Foundation Trust,Spontaneous,deliveries,1060
2019-20,ONSETOFLABOUR,PROVIDER,RTF,Northumbria Healthcare NHS Foundation Trust,Surgical and medical induction,deliveries,320
2019-20,ONSETOFLABOUR,PROVIDER,RTF,Northumbria Healthcare NHS Foundation Trust,Surgical induction,deliveries,180
2019-20,ONSETOFLABOUR,PROVIDER,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Caesarean Section,deliveries,20
2019-20,ONSETOFLABOUR,PROVIDER,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Medical induction,deliveries,1595
2019-20,ONSETOFLABOUR,PROVIDER,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Spontaneous,deliveries,3300
2019-20,ONSETOFLABOUR,PROVIDER,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Surgical and medical induction,deliveries,970
2019-20,ONSETOFLABOUR,PROVIDER,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Surgical induction,deliveries,305
2019-20,ONSETOFLABOUR,PROVIDER,RTH,Oxford University Hospitals NHS Foundation Trust,Caesarean Section,deliveries,315
2019-20,ONSETOFLABOUR,PROVIDER,RTH,Oxford University Hospitals NHS Foundation Trust,Medical induction,deliveries,380
2019-20,ONSETOFLABOUR,PROVIDER,RTH,Oxford University Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,45
2019-20,ONSETOFLABOUR,PROVIDER,RTH,Oxford University Hospitals NHS Foundation Trust,Spontaneous,deliveries,1280
2019-20,ONSETOFLABOUR,PROVIDER,RTH,Oxford University Hospitals NHS Foundation Trust,Surgical induction,deliveries,205
2019-20,ONSETOFLABOUR,PROVIDER,RTK,Ashford and St Peters Hospitals NHS Foundation Trust,Medical induction,deliveries,115
2019-20,ONSETOFLABOUR,PROVIDER,RTK,Ashford and St Peters Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,155
2019-20,ONSETOFLABOUR,PROVIDER,RTK,Ashford and St Peters Hospitals NHS Foundation Trust,Not known,deliveries,50
2019-20,ONSETOFLABOUR,PROVIDER,RTK,Ashford and St Peters Hospitals NHS Foundation Trust,Spontaneous,deliveries,1615
2019-20,ONSETOFLABOUR,PROVIDER,RTK,Ashford and St Peters Hospitals NHS Foundation Trust,Surgical and medical induction,deliveries,115
2019-20,ONSETOFLABOUR,PROVIDER,RTK,Ashford and St Peters Hospitals NHS Foundation Trust,Surgical induction,deliveries,665
2019-20,ONSETOFLABOUR,PROVIDER,RTR,South Tees Hospitals NHS Foundation Trust,Medical induction,deliveries,830
2019-20,ONSETOFLABOUR,PROVIDER,RTR,South Tees Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RTR,South Tees Hospitals NHS Foundation Trust,Spontaneous,deliveries,1885
2019-20,ONSETOFLABOUR,PROVIDER,RTR,South Tees Hospitals NHS Foundation Trust,Surgical and medical induction,deliveries,815
2019-20,ONSETOFLABOUR,PROVIDER,RTR,South Tees Hospitals NHS Foundation Trust,Surgical induction,deliveries,310
2019-20,ONSETOFLABOUR,PROVIDER,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Medical induction,deliveries,715
2019-20,ONSETOFLABOUR,PROVIDER,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Spontaneous,deliveries,1110
2019-20,ONSETOFLABOUR,PROVIDER,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Surgical and medical induction,deliveries,250
2019-20,ONSETOFLABOUR,PROVIDER,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Surgical induction,deliveries,65
2019-20,ONSETOFLABOUR,PROVIDER,RVJ,North Bristol NHS Trust,Medical induction,deliveries,630
2019-20,ONSETOFLABOUR,PROVIDER,RVJ,North Bristol NHS Trust,missing value / value outside reporting parameters,deliveries,690
2019-20,ONSETOFLABOUR,PROVIDER,RVJ,North Bristol NHS Trust,Spontaneous,deliveries,2190
2019-20,ONSETOFLABOUR,PROVIDER,RVJ,North Bristol NHS Trust,Surgical and medical induction,deliveries,300
2019-20,ONSETOFLABOUR,PROVIDER,RVJ,North Bristol NHS Trust,Surgical induction,deliveries,305
2019-20,ONSETOFLABOUR,PROVIDER,RVR,Epsom and St Helier University Hospitals NHS Trust,Medical induction,deliveries,65
2019-20,ONSETOFLABOUR,PROVIDER,RVR,Epsom and St Helier University Hospitals NHS Trust,missing value / value outside reporting parameters,deliveries,275
2019-20,ONSETOFLABOUR,PROVIDER,RVR,Epsom and St Helier University Hospitals NHS Trust,Not known,deliveries,65
2019-20,ONSETOFLABOUR,PROVIDER,RVR,Epsom and St Helier University Hospitals NHS Trust,Spontaneous,deliveries,1715
2019-20,ONSETOFLABOUR,PROVIDER,RVR,Epsom and St Helier University Hospitals NHS Trust,Surgical and medical induction,deliveries,70
2019-20,ONSETOFLABOUR,PROVIDER,RVR,Epsom and St Helier University Hospitals NHS Trust,Surgical induction,deliveries,890
2019-20,ONSETOFLABOUR,PROVIDER,RVV,East Kent Hospitals University NHS Foundation Trust,Medical induction,deliveries,210
2019-20,ONSETOFLABOUR,PROVIDER,RVV,East Kent Hospitals University NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RVV,East Kent Hospitals University NHS Foundation Trust,Spontaneous,deliveries,430
2019-20,ONSETOFLABOUR,PROVIDER,RVV,East Kent Hospitals University NHS Foundation Trust,Surgical and medical induction,deliveries,35
2019-20,ONSETOFLABOUR,PROVIDER,RVV,East Kent Hospitals University NHS Foundation Trust,Surgical induction,deliveries,10
2019-20,ONSETOFLABOUR,PROVIDER,RVW,North Tees and Hartlepool NHS Foundation Trust,Caesarean Section,deliveries,15
2019-20,ONSETOFLABOUR,PROVIDER,RVW,North Tees and Hartlepool NHS Foundation Trust,Medical induction,deliveries,460
2019-20,ONSETOFLABOUR,PROVIDER,RVW,North Tees and Hartlepool NHS Foundation Trust,Spontaneous,deliveries,790
2019-20,ONSETOFLABOUR,PROVIDER,RVW,North Tees and Hartlepool NHS Foundation Trust,Surgical and medical induction,deliveries,280
2019-20,ONSETOFLABOUR,PROVIDER,RVW,North Tees and Hartlepool NHS Foundation Trust,Surgical induction,deliveries,35
2019-20,ONSETOFLABOUR,PROVIDER,RW6,Pennine Acute Hospitals NHS Trust,Caesarean Section,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RW6,Pennine Acute Hospitals NHS Trust,Medical induction,deliveries,1330
2019-20,ONSETOFLABOUR,PROVIDER,RW6,Pennine Acute Hospitals NHS Trust,missing value / value outside reporting parameters,deliveries,465
2019-20,ONSETOFLABOUR,PROVIDER,RW6,Pennine Acute Hospitals NHS Trust,Spontaneous,deliveries,3250
2019-20,ONSETOFLABOUR,PROVIDER,RW6,Pennine Acute Hospitals NHS Trust,Surgical and medical induction,deliveries,840
2019-20,ONSETOFLABOUR,PROVIDER,RW6,Pennine Acute Hospitals NHS Trust,Surgical induction,deliveries,365
2019-20,ONSETOFLABOUR,PROVIDER,RWA,Hull University Teaching Hospitals NHS Trust,Medical induction,deliveries,900
2019-20,ONSETOFLABOUR,PROVIDER,RWA,Hull University Teaching Hospitals NHS Trust,Spontaneous,deliveries,2520
2019-20,ONSETOFLABOUR,PROVIDER,RWA,Hull University Teaching Hospitals NHS Trust,Surgical and medical induction,deliveries,390
2019-20,ONSETOFLABOUR,PROVIDER,RWA,Hull University Teaching Hospitals NHS Trust,Surgical induction,deliveries,195
2019-20,ONSETOFLABOUR,PROVIDER,RWE,University Hospitals of Leicester NHS Trust,missing value / value outside reporting parameters,deliveries,3105
2019-20,ONSETOFLABOUR,PROVIDER,RWE,University Hospitals of Leicester NHS Trust,Spontaneous,deliveries,4230
2019-20,ONSETOFLABOUR,PROVIDER,RWF,Maidstone and Tunbridge Wells NHS Trust,Caesarean Section,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RWF,Maidstone and Tunbridge Wells NHS Trust,Medical induction,deliveries,870
2019-20,ONSETOFLABOUR,PROVIDER,RWF,Maidstone and Tunbridge Wells NHS Trust,missing value / value outside reporting parameters,deliveries,10
2019-20,ONSETOFLABOUR,PROVIDER,RWF,Maidstone and Tunbridge Wells NHS Trust,Spontaneous,deliveries,3160
2019-20,ONSETOFLABOUR,PROVIDER,RWF,Maidstone and Tunbridge Wells NHS Trust,Surgical and medical induction,deliveries,265
2019-20,ONSETOFLABOUR,PROVIDER,RWF,Maidstone and Tunbridge Wells NHS Trust,Surgical induction,deliveries,145
2019-20,ONSETOFLABOUR,PROVIDER,RWG,West Hertfordshire Hospitals NHS Trust,Caesarean Section,deliveries,240
2019-20,ONSETOFLABOUR,PROVIDER,RWG,West Hertfordshire Hospitals NHS Trust,Medical induction,deliveries,310
2019-20,ONSETOFLABOUR,PROVIDER,RWG,West Hertfordshire Hospitals NHS Trust,missing value / value outside reporting parameters,deliveries,315
2019-20,ONSETOFLABOUR,PROVIDER,RWG,West Hertfordshire Hospitals NHS Trust,Spontaneous,deliveries,1980
2019-20,ONSETOFLABOUR,PROVIDER,RWG,West Hertfordshire Hospitals NHS Trust,Surgical and medical induction,deliveries,350
2019-20,ONSETOFLABOUR,PROVIDER,RWG,West Hertfordshire Hospitals NHS Trust,Surgical induction,deliveries,225
2019-20,ONSETOFLABOUR,PROVIDER,RWH,East and North Hertfordshire NHS Trust,Caesarean Section,deliveries,215
2019-20,ONSETOFLABOUR,PROVIDER,RWH,East and North Hertfordshire NHS Trust,Medical induction,deliveries,785
2019-20,ONSETOFLABOUR,PROVIDER,RWH,East and North Hertfordshire NHS Trust,Spontaneous,deliveries,2320
2019-20,ONSETOFLABOUR,PROVIDER,RWH,East and North Hertfordshire NHS Trust,Surgical and medical induction,deliveries,595
2019-20,ONSETOFLABOUR,PROVIDER,RWH,East and North Hertfordshire NHS Trust,Surgical induction,deliveries,115
2019-20,ONSETOFLABOUR,PROVIDER,RWJ,Stockport NHS Foundation Trust,Medical induction,deliveries,825
2019-20,ONSETOFLABOUR,PROVIDER,RWJ,Stockport NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,70
2019-20,ONSETOFLABOUR,PROVIDER,RWJ,Stockport NHS Foundation Trust,Spontaneous,deliveries,1300
2019-20,ONSETOFLABOUR,PROVIDER,RWJ,Stockport NHS Foundation Trust,Surgical and medical induction,deliveries,170
2019-20,ONSETOFLABOUR,PROVIDER,RWJ,Stockport NHS Foundation Trust,Surgical induction,deliveries,75
2019-20,ONSETOFLABOUR,PROVIDER,RWP,Worcestershire Acute Hospitals NHS Trust,Caesarean Section,deliveries,1500
2019-20,ONSETOFLABOUR,PROVIDER,RWP,Worcestershire Acute Hospitals NHS Trust,Medical induction,deliveries,1125
2019-20,ONSETOFLABOUR,PROVIDER,RWP,Worcestershire Acute Hospitals NHS Trust,Spontaneous,deliveries,1875
2019-20,ONSETOFLABOUR,PROVIDER,RWP,Worcestershire Acute Hospitals NHS Trust,Surgical and medical induction,deliveries,20
2019-20,ONSETOFLABOUR,PROVIDER,RWP,Worcestershire Acute Hospitals NHS Trust,Surgical induction,deliveries,495
2019-20,ONSETOFLABOUR,PROVIDER,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Caesarean Section,deliveries,540
2019-20,ONSETOFLABOUR,PROVIDER,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Medical induction,deliveries,620
2019-20,ONSETOFLABOUR,PROVIDER,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Spontaneous,deliveries,900
2019-20,ONSETOFLABOUR,PROVIDER,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Surgical and medical induction,deliveries,330
2019-20,ONSETOFLABOUR,PROVIDER,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Surgical induction,deliveries,100
2019-20,ONSETOFLABOUR,PROVIDER,RWY,Calderdale and Huddersfield NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,3235
2019-20,ONSETOFLABOUR,PROVIDER,RXC,East Sussex Healthcare NHS Trust,Medical induction,deliveries,455
2019-20,ONSETOFLABOUR,PROVIDER,RXC,East Sussex Healthcare NHS Trust,missing value / value outside reporting parameters,deliveries,20
2019-20,ONSETOFLABOUR,PROVIDER,RXC,East Sussex Healthcare NHS Trust,Spontaneous,deliveries,1585
2019-20,ONSETOFLABOUR,PROVIDER,RXC,East Sussex Healthcare NHS Trust,Surgical and medical induction,deliveries,200
2019-20,ONSETOFLABOUR,PROVIDER,RXC,East Sussex Healthcare NHS Trust,Surgical induction,deliveries,200
2019-20,ONSETOFLABOUR,PROVIDER,RXF,Mid Yorkshire Hospitals NHS Trust,Caesarean Section,deliveries,90
2019-20,ONSETOFLABOUR,PROVIDER,RXF,Mid Yorkshire Hospitals NHS Trust,Medical induction,deliveries,370
2019-20,ONSETOFLABOUR,PROVIDER,RXF,Mid Yorkshire Hospitals NHS Trust,missing value / value outside reporting parameters,deliveries,1200
2019-20,ONSETOFLABOUR,PROVIDER,RXF,Mid Yorkshire Hospitals NHS Trust,Not known,deliveries,155
2019-20,ONSETOFLABOUR,PROVIDER,RXF,Mid Yorkshire Hospitals NHS Trust,Spontaneous,deliveries,2840
2019-20,ONSETOFLABOUR,PROVIDER,RXF,Mid Yorkshire Hospitals NHS Trust,Surgical and medical induction,deliveries,100
2019-20,ONSETOFLABOUR,PROVIDER,RXF,Mid Yorkshire Hospitals NHS Trust,Surgical induction,deliveries,385
2019-20,ONSETOFLABOUR,PROVIDER,RXH,Brighton and Sussex University Hospitals NHS Trust,Caesarean Section,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RXH,Brighton and Sussex University Hospitals NHS Trust,Spontaneous,deliveries,920
2019-20,ONSETOFLABOUR,PROVIDER,RXH,Brighton and Sussex University Hospitals NHS Trust,Surgical and medical induction,deliveries,535
2019-20,ONSETOFLABOUR,PROVIDER,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Medical induction,deliveries,90
2019-20,ONSETOFLABOUR,PROVIDER,RXK,Sandwell and West Birmingham Hospitals NHS Trust,missing value / value outside reporting parameters,deliveries,150
2019-20,ONSETOFLABOUR,PROVIDER,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Not known,deliveries,50
2019-20,ONSETOFLABOUR,PROVIDER,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Spontaneous,deliveries,2345
2019-20,ONSETOFLABOUR,PROVIDER,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Surgical and medical induction,deliveries,55
2019-20,ONSETOFLABOUR,PROVIDER,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Surgical induction,deliveries,580
2019-20,ONSETOFLABOUR,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Caesarean Section,deliveries,430
2019-20,ONSETOFLABOUR,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Medical induction,deliveries,950
2019-20,ONSETOFLABOUR,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,50
2019-20,ONSETOFLABOUR,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Spontaneous,deliveries,990
2019-20,ONSETOFLABOUR,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Surgical and medical induction,deliveries,105
2019-20,ONSETOFLABOUR,PROVIDER,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Surgical induction,deliveries,130
2019-20,ONSETOFLABOUR,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Caesarean Section,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Medical induction,deliveries,25
2019-20,ONSETOFLABOUR,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,missing value / value outside reporting parameters,deliveries,2000
2019-20,ONSETOFLABOUR,PROVIDER,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Spontaneous,deliveries,1150
2019-20,ONSETOFLABOUR,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,Caesarean Section,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,Medical induction,deliveries,20
2019-20,ONSETOFLABOUR,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,Spontaneous,deliveries,25
2019-20,ONSETOFLABOUR,PROVIDER,RXP,County Durham and Darlington NHS Foundation Trust,Surgical and medical induction,deliveries,30
2019-20,ONSETOFLABOUR,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,Caesarean Section,deliveries,75
2019-20,ONSETOFLABOUR,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,Medical induction,deliveries,710
2019-20,ONSETOFLABOUR,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,missing value / value outside reporting parameters,deliveries,5
2019-20,ONSETOFLABOUR,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,Spontaneous,deliveries,1955
2019-20,ONSETOFLABOUR,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,Surgical and medical induction,deliveries,745
2019-20,ONSETOFLABOUR,PROVIDER,RXW,Shrewsbury and Telford Hospital NHS Trust,Surgical induction,deliveries,330
